District Name,Subgroup,2019 Count,2019 Percent Proficient,Number Proficient
Newton Municipal School District,Asian,*,*,*
Newton Municipal School District,Multiracial,*,*,*
Newton Municipal School District,Native American/Pacific Islander,0,0,0
North Bolivar Consolidated School District,All Students,500,0.188,94
North Bolivar Consolidated School District,White,*,*,*
North Bolivar Consolidated School District,African American,491,0.189409369,93
North Bolivar Consolidated School District,Hispanic,*,*,*
North Bolivar Consolidated School District,Asian,0,0,0
North Bolivar Consolidated School District,Multiracial,*,*,*
North Bolivar Consolidated School District,Native American/Pacific Islander,0,0,0
North Panola Schools,All Students,746,0.372654155,278
North Panola Schools,White,23,0.47826087,11
North Panola Schools,African American,717,0.368200837,264
North Panola Schools,Hispanic,*,*,*
North Panola Schools,Asian,*,*,*
North Panola Schools,Multiracial,*,*,*
North Panola Schools,Native American/Pacific Islander,0,0,0
North Pike School District,All Students,1285,0.443579767,570
North Pike School District,White,748,0.546791444,409
North Pike School District,African American,507,0.291913215,148
North Pike School District,Hispanic,12,0.416666667,5
North Pike School District,Asian,*,*,*
North Pike School District,Multiracial,11,0.272727273,3
North Pike School District,Native American/Pacific Islander,*,*,*
North Tippah School District,All Students,702,0.45014245,316
North Tippah School District,White,602,0.46345515,279
North Tippah School District,African American,59,0.203389831,12
North Tippah School District,Hispanic,12,0.75,9
North Tippah School District,Asian,*,*,*
North Tippah School District,Multiracial,27,0.518518519,14
North Tippah School District,Native American/Pacific Islander,0,0,0
Noxubee County School District,All Students,833,0.147659064,123
Noxubee County School District,White,*,*,*
Noxubee County School District,African American,808,0.14480198,117
Noxubee County School District,Hispanic,13,0.384615385,5
Noxubee County School District,Asian,*,*,*
Noxubee County School District,Multiracial,*,*,*
Noxubee County School District,Native American/Pacific Islander,0,0,0
Ocean Springs School District,All Students,3210,0.684735202,2198
Ocean Springs School District,White,2396,0.71327212,1709
Ocean Springs School District,African American,433,0.54965358,238
Ocean Springs School District,Hispanic,176,0.573863636,101
Ocean Springs School District,Asian,119,0.890756303,106
Ocean Springs School District,Multiracial,61,0.540983607,33
Ocean Springs School District,Native American/Pacific Islander,25,0.44,11
Okolona Separate School District,All Students,295,0.379661017,112
Okolona Separate School District,White,*,*,*
Okolona Separate School District,African American,279,0.376344086,105
Okolona Separate School District,Hispanic,*,*,*
Okolona Separate School District,Asian,*,*,*
Okolona Separate School District,Multiracial,*,*,*
Okolona Separate School District,Native American/Pacific Islander,0,0,0
Oxford School District,All Students,2284,0.728984238,1665
Oxford School District,White,1245,0.872289157,1086
Oxford School District,African American,759,0.520421607,395
Oxford School District,Hispanic,134,0.47761194,64
Oxford School District,Asian,75,0.88,66
Oxford School District,Multiracial,65,0.784615385,51
Oxford School District,Native American/Pacific Islander,*,*,*
Pascagoula-Gautier School District,All Students,3679,0.43598804,1604
Pascagoula-Gautier School District,White,1154,0.558058925,644
Pascagoula-Gautier School District,African American,1722,0.351916376,606
Pascagoula-Gautier School District,Hispanic,684,0.416666667,285
Pascagoula-Gautier School District,Asian,36,0.805555556,29
Pascagoula-Gautier School District,Multiracial,74,0.472972973,35
Pascagoula-Gautier School District,Native American/Pacific Islander,*,*,*
Pass Christian Public School District,All Students,1137,0.565523307,643
Pass Christian Public School District,White,703,0.635846373,447
Pass Christian Public School District,African American,303,0.419141914,127
Pass Christian Public School District,Hispanic,30,0.366666667,11
Pass Christian Public School District,Asian,22,0.818181818,18
Pass Christian Public School District,Multiracial,74,0.486486486,36
Pass Christian Public School District,Native American/Pacific Islander,*,*,*
Pearl Public School District,All Students,2262,0.546419098,1236
Pearl Public School District,White,1109,0.613165014,680
Pearl Public School District,African American,845,0.44852071,379
Pearl Public School District,Hispanic,164,0.542682927,89
Pearl Public School District,Asian,29,0.827586207,24
Pearl Public School District,Multiracial,107,0.579439252,62
Pearl Public School District,Native American/Pacific Islander,*,*,*
Pearl River Co School District,All Students,1755,0.489458689,859
Pearl River Co School District,White,1568,0.492984694,773
Pearl River Co School District,African American,58,0.379310345,22
Pearl River Co School District,Hispanic,33,0.424242424,14
Pearl River Co School District,Asian,*,*,*
Pearl River Co School District,Multiracial,83,0.518072289,43
Pearl River Co School District,Native American/Pacific Islander,10,0.4,4
Perry Co School District,All Students,574,0.331010453,190
Perry Co School District,White,396,0.381313131,151
Perry Co School District,African American,159,0.201257862,32
Perry Co School District,Hispanic,10,0.5,5
Perry Co School District,Asian,0,0,0
Perry Co School District,Multiracial,*,*,*
Perry Co School District,Native American/Pacific Islander,0,0,0
Petal School District,All Students,2182,0.764894592,1669
Petal School District,White,1567,0.811742183,1272
Petal School District,African American,373,0.573726542,214
Petal School District,Hispanic,119,0.722689076,86
Petal School District,Asian,19,0.842105263,16
Petal School District,Multiracial,94,0.765957447,72
Petal School District,Native American/Pacific Islander,10,0.9,9
Philadelphia Public School District,All Students,506,0.333992095,169
Philadelphia Public School District,White,87,0.620689655,54
Philadelphia Public School District,African American,392,0.267857143,105
Philadelphia Public School District,Hispanic,*,*,*
Philadelphia Public School District,Asian,11,0.636363636,7
Philadelphia Public School District,Multiracial,0,0,0
Philadelphia Public School District,Native American/Pacific Islander,10,0.1,1
Picayune School District,All Students,1734,0.431372549,748
Picayune School District,White,1049,0.5042898,529
Picayune School District,African American,551,0.294010889,162
Picayune School District,Hispanic,61,0.37704918,23
Picayune School District,Asian,15,0.733333333,11
Picayune School District,Multiracial,55,0.418181818,23
Picayune School District,Native American/Pacific Islander,*,*,*
Pontotoc City Schools,All Students,1257,0.606205251,762
Pontotoc City Schools,White,656,0.721036585,473
Pontotoc City Schools,African American,359,0.445682451,160
Pontotoc City Schools,Hispanic,189,0.529100529,100
Pontotoc City Schools,Asian,*,*,*
Pontotoc City Schools,Multiracial,48,0.520833333,25
Pontotoc City Schools,Native American/Pacific Islander,0,0,0
Pontotoc Co School District,All Students,2072,0.566119691,1173
Pontotoc Co School District,White,1623,0.588416513,955
Pontotoc Co School District,African American,192,0.395833333,76
Pontotoc Co School District,Hispanic,218,0.559633028,122
Pontotoc Co School District,Asian,13,0.538461538,7
Pontotoc Co School District,Multiracial,25,0.48,12
Pontotoc Co School District,Native American/Pacific Islander,*,*,*
Poplarville Separate School District,All Students,939,0.454739084,427
Poplarville Separate School District,White,790,0.478481013,378
Poplarville Separate School District,African American,98,0.306122449,30
Poplarville Separate School District,Hispanic,*,*,*
Poplarville Separate School District,Asian,*,*,*
Poplarville Separate School District,Multiracial,39,0.384615385,15
Poplarville Separate School District,Native American/Pacific Islander,*,*,*
Prentiss Co School District,All Students,1215,0.575308642,699
Prentiss Co School District,White,1117,0.591763653,661
Prentiss Co School District,African American,52,0.326923077,17
Prentiss Co School District,Hispanic,*,*,*
Prentiss Co School District,Asian,*,*,*
Prentiss Co School District,Multiracial,38,0.421052632,16
Prentiss Co School District,Native American/Pacific Islander,0,0,0
Quitman Co School District,All Students,504,0.392857143,198
Quitman Co School District,White,*,*,*
Quitman Co School District,African American,494,0.394736842,195
Quitman Co School District,Hispanic,0,0,0
Quitman Co School District,Asian,0,0,0
Quitman Co School District,Multiracial,*,*,*
Quitman Co School District,Native American/Pacific Islander,0,0,0
Quitman School District,All Students,948,0.334388186,317
Quitman School District,White,386,0.422279793,163
Quitman School District,African American,544,0.279411765,152
Quitman School District,Hispanic,*,*,*
Quitman School District,Asian,0,0,0
Quitman School District,Multiracial,*,*,*
Quitman School District,Native American/Pacific Islander,*,*,*
Rankin Co School District,All Students,10390,0.617998075,6421
Rankin Co School District,White,7154,0.66857702,4783
Rankin Co School District,African American,2514,0.468973747,1179
Rankin Co School District,Hispanic,280,0.517857143,145
Rankin Co School District,Asian,162,0.820987654,133
Rankin Co School District,Multiracial,267,0.640449438,171
Rankin Co School District,Native American/Pacific Islander,13,0.769230769,10
Reimagine Prep,All Students,564,0.432624113,244
Reimagine Prep,White,*,*,*
Reimagine Prep,African American,557,0.427289048,238
Reimagine Prep,Hispanic,*,*,*
Reimagine Prep,Asian,*,*,*
Reimagine Prep,Multiracial,0,0,0
Reimagine Prep,Native American/Pacific Islander,0,0,0
Richton School District,All Students,399,0.458646617,183
Richton School District,White,304,0.5,152
Richton School District,African American,79,0.329113924,26
Richton School District,Hispanic,*,*,*
Richton School District,Asian,0,0,0
Richton School District,Multiracial,*,*,*
Richton School District,Native American/Pacific Islander,0,0,0
Scott Co School District,All Students,2312,0.37067474,857
Scott Co School District,White,1049,0.472831268,496
Scott Co School District,African American,873,0.254295533,222
Scott Co School District,Hispanic,271,0.339483395,92
Scott Co School District,Asian,*,*,*
Scott Co School District,Multiracial,105,0.352380952,37
Scott Co School District,Native American/Pacific Islander,*,*,*
Senatobia Municipal School District,All Students,903,0.512735327,463
Senatobia Municipal School District,White,379,0.667546174,253
Senatobia Municipal School District,African American,491,0.384928717,189
Senatobia Municipal School District,Hispanic,24,0.666666667,16
Senatobia Municipal School District,Asian,*,*,*
Senatobia Municipal School District,Multiracial,*,*,*
Senatobia Municipal School District,Native American/Pacific Islander,*,*,*
Simpson County School District,All Students,2019,0.330361565,667
Simpson County School District,White,927,0.418554477,388
Simpson County School District,African American,1035,0.247342995,256
Simpson County School District,Hispanic,39,0.41025641,16
Simpson County School District,Asian,*,*,*
Simpson County School District,Multiracial,*,*,*
Simpson County School District,Native American/Pacific Islander,*,*,*
Smilow Prep,All Students,386,0.287564767,111
Smilow Prep,White,0,0,0
Smilow Prep,African American,383,0.287206266,110
Smilow Prep,Hispanic,*,*,*
Smilow Prep,Asian,*,*,*
Smilow Prep,Multiracial,0,0,0
Smilow Prep,Native American/Pacific Islander,0,0,0
Smith Co School District,All Students,1441,0.477446218,688
Smith Co School District,White,1006,0.558648111,562
Smith Co School District,African American,397,0.277078086,110
Smith Co School District,Hispanic,19,0.473684211,9
Smith Co School District,Asian,*,*,*
Smith Co School District,Multiracial,18,0.333333333,6
Smith Co School District,Native American/Pacific Islander,0,0,0
South Delta School District,All Students,417,0.24940048,104
South Delta School District,White,*,*,*
South Delta School District,African American,404,0.24009901,97
South Delta School District,Hispanic,*,*,*
South Delta School District,Asian,0,0,0
South Delta School District,Multiracial,*,*,*
South Delta School District,Native American/Pacific Islander,*,*,*
South Panola School District,All Students,2250,0.524444444,1180
South Panola School District,White,902,0.620842572,560
South Panola School District,African American,1223,0.442354865,541
South Panola School District,Hispanic,47,0.574468085,27
South Panola School District,Asian,13,0.615384615,8
South Panola School District,Multiracial,62,0.693548387,43
South Panola School District,Native American/Pacific Islander,*,*,*
South Pike School District,All Students,867,0.259515571,225
South Pike School District,White,101,0.346534653,35
South Pike School District,African American,746,0.245308311,183
South Pike School District,Hispanic,*,*,*
South Pike School District,Asian,0,0,0
South Pike School District,Multiracial,18,0.388888889,7
South Pike School District,Native American/Pacific Islander,*,*,*
South Tippah School District,All Students,1451,0.522398346,758
South Tippah School District,White,924,0.57034632,527
South Tippah School District,African American,289,0.394463668,114
South Tippah School District,Hispanic,139,0.503597122,70
South Tippah School District,Asian,*,*,*
South Tippah School District,Multiracial,95,0.473684211,45
South Tippah School District,Native American/Pacific Islander,*,*,*
Starkville-Oktibbeha Consolidated School District,All Students,2815,0.36660746,1032
Starkville-Oktibbeha Consolidated School District,White,785,0.63566879,499
Starkville-Oktibbeha Consolidated School District,African American,1896,0.22943038,435
Starkville-Oktibbeha Consolidated School District,Hispanic,36,0.666666667,24
Starkville-Oktibbeha Consolidated School District,Asian,91,0.769230769,70
Starkville-Oktibbeha Consolidated School District,Multiracial,0,0,0
Starkville-Oktibbeha Consolidated School District,Native American/Pacific Islander,*,*,*
Stone Co School District,All Students,1380,0.601449275,830
Stone Co School District,White,1037,0.656702025,681
Stone Co School District,African American,279,0.415770609,116
Stone Co School District,Hispanic,20,0.4,8
Stone Co School District,Asian,*,*,*
Stone Co School District,Multiracial,33,0.454545455,15
Stone Co School District,Native American/Pacific Islander,*,*,*
Sunflower Co Consolidated School District,All Students,1924,0.334719335,644
Sunflower Co Consolidated School District,White,40,0.35,14
Sunflower Co Consolidated School District,African American,1838,0.326985854,601
Sunflower Co Consolidated School District,Hispanic,41,0.609756098,25
Sunflower Co Consolidated School District,Asian,*,*,*
Sunflower Co Consolidated School District,Multiracial,*,*,*
Sunflower Co Consolidated School District,Native American/Pacific Islander,0,0,0
Tate Co School District,All Students,1321,0.394398183,521
Tate Co School District,White,769,0.470741222,362
Tate Co School District,African American,424,0.235849057,100
Tate Co School District,Hispanic,86,0.488372093,42
Tate Co School District,Asian,*,*,*
Tate Co School District,Multiracial,41,0.390243902,16
Tate Co School District,Native American/Pacific Islander,0,0,0
Tishomingo Co Sp Municipal School District,All Students,1624,0.5658867,919
Tishomingo Co Sp Municipal School District,White,1458,0.567901235,828
Tishomingo Co Sp Municipal School District,African American,31,0.322580645,10
Tishomingo Co Sp Municipal School District,Hispanic,78,0.628205128,49
Tishomingo Co Sp Municipal School District,Asian,*,*,*
Tishomingo Co Sp Municipal School District,Multiracial,50,0.52,26
Tishomingo Co Sp Municipal School District,Native American/Pacific Islander,*,*,*
Tunica County School District,All Students,980,0.38877551,381
Tunica County School District,White,*,*,*
Tunica County School District,African American,956,0.382845188,366
Tunica County School District,Hispanic,*,*,*
Tunica County School District,Asian,0,0,0
Tunica County School District,Multiracial,*,*,*
Tunica County School District,Native American/Pacific Islander,*,*,*
Tupelo Public School District,All Students,3531,0.612857547,2164
Tupelo Public School District,White,1243,0.795655672,989
Tupelo Public School District,African American,1816,0.46530837,845
Tupelo Public School District,Hispanic,240,0.6375,153
Tupelo Public School District,Asian,85,0.870588235,74
Tupelo Public School District,Multiracial,144,0.694444444,100
Tupelo Public School District,Native American/Pacific Islander,*,*,*
Union Co School District,All Students,1531,0.698236447,1069
Union Co School District,White,1325,0.72,954
Union Co School District,African American,122,0.5,61
Union Co School District,Hispanic,48,0.604166667,29
Union Co School District,Asian,*,*,*
Union Co School District,Multiracial,34,0.676470588,23
Union Co School District,Native American/Pacific Islander,0,0,0
Union Public School District,All Students,545,0.655045872,357
Union Public School District,White,405,0.733333333,297
Union Public School District,African American,122,0.368852459,45
Union Public School District,Hispanic,0,0,0
Union Public School District,Asian,*,*,*
Union Public School District,Multiracial,10,0.7,7
Union Public School District,Native American/Pacific Islander,*,*,*
Vicksburg Warren School District,All Students,4131,0.346647301,1432
Vicksburg Warren School District,White,1308,0.51529052,674
Vicksburg Warren School District,African American,2658,0.257712566,685
Vicksburg Warren School District,Hispanic,61,0.37704918,23
Vicksburg Warren School District,Asian,43,0.534883721,23
Vicksburg Warren School District,Multiracial,58,0.431034483,25
Vicksburg Warren School District,Native American/Pacific Islander,*,*,*
Walthall Co School District,All Students,974,0.256673511,250
Walthall Co School District,White,332,0.337349398,112
Walthall Co School District,African American,592,0.212837838,126
Walthall Co School District,Hispanic,21,0.19047619,4
Walthall Co School District,Asian,0,0,0
Walthall Co School District,Multiracial,25,0.2,5
Walthall Co School District,Native American/Pacific Islander,*,*,*
Water Valley School District,All Students,546,0.335164835,183
Water Valley School District,White,302,0.447019868,135
Water Valley School District,African American,219,0.173515982,38
Water Valley School District,Hispanic,*,*,*
Water Valley School District,Asian,*,*,*
Water Valley School District,Multiracial,17,0.529411765,9
Water Valley School District,Native American/Pacific Islander,0,0,0
Wayne Co School District,All Students,1735,0.32795389,569
Wayne Co School District,White,725,0.442758621,321
Wayne Co School District,African American,952,0.243697479,232
Wayne Co School District,Hispanic,45,0.244444444,11
Wayne Co School District,Asian,*,*,*
Wayne Co School District,Multiracial,*,*,*
Wayne Co School District,Native American/Pacific Islander,*,*,*
Webster Co School District,All Students,968,0.546487603,529
Webster Co School District,White,719,0.625869263,450
Webster Co School District,African American,214,0.308411215,66
Webster Co School District,Hispanic,*,*,*
Webster Co School District,Asian,0,0,0
Webster Co School District,Multiracial,27,0.259259259,7
Webster Co School District,Native American/Pacific Islander,*,*,*
West Bolivar Consolidated School District,All Students,622,0.118971061,74
West Bolivar Consolidated School District,White,17,0.117647059,2
West Bolivar Consolidated School District,African American,596,0.117449664,70
West Bolivar Consolidated School District,Hispanic,*,*,*
West Bolivar Consolidated School District,Asian,0,0,0
West Bolivar Consolidated School District,Multiracial,*,*,*
West Bolivar Consolidated School District,Native American/Pacific Islander,0,0,0
West Jasper Consolidated Schools,All Students,729,0.502057613,366
West Jasper Consolidated Schools,White,288,0.590277778,170
West Jasper Consolidated Schools,African American,420,0.44047619,185
West Jasper Consolidated Schools,Hispanic,*,*,*
West Jasper Consolidated Schools,Asian,0,0,0
West Jasper Consolidated Schools,Multiracial,13,0.384615385,5
West Jasper Consolidated Schools,Native American/Pacific Islander,*,*,*
West Point Consolidated School District,All Students,1639,0.397193411,651
West Point Consolidated School District,White,328,0.570121951,187
West Point Consolidated School District,African American,1271,0.346970889,441
West Point Consolidated School District,Hispanic,17,0.411764706,7
West Point Consolidated School District,Asian,*,*,*
West Point Consolidated School District,Multiracial,12,0.583333333,7
West Point Consolidated School District,Native American/Pacific Islander,*,*,*
West Tallahatchie School District,All Students,402,0.300995025,121
West Tallahatchie School District,White,*,*,*
West Tallahatchie School District,African American,398,0.304020101,121
West Tallahatchie School District,Hispanic,0,0,0
West Tallahatchie School District,Asian,0,0,0
West Tallahatchie School District,Multiracial,*,*,*
West Tallahatchie School District,Native American/Pacific Islander,0,0,0
Western Line School District,All Students,1040,0.410576923,427
Western Line School District,White,381,0.412073491,157
Western Line School District,African American,619,0.397415186,246
Western Line School District,Hispanic,32,0.5625,18
Western Line School District,Asian,*,*,*
Western Line School District,Multiracial,*,*,*
Western Line School District,Native American/Pacific Islander,*,*,*
Wilkinson Co School District,All Students,616,0.163961039,101
Wilkinson Co School District,White,*,*,*
Wilkinson Co School District,African American,605,0.166942149,101
Wilkinson Co School District,Hispanic,*,*,*
Wilkinson Co School District,Asian,0,0,0
Wilkinson Co School District,Multiracial,*,*,*
Wilkinson Co School District,Native American/Pacific Islander,0,0,0
Winona-Montgomery Consolidated School District,All Students,694,0.321325648,223
Winona-Montgomery Consolidated School District,White,226,0.486725664,110
Winona-Montgomery Consolidated School District,African American,450,0.235555556,106
Winona-Montgomery Consolidated School District,Hispanic,*,*,*
Winona-Montgomery Consolidated School District,Asian,*,*,*
Winona-Montgomery Consolidated School District,Multiracial,*,*,*
Winona-Montgomery Consolidated School District,Native American/Pacific Islander,*,*,*
Yazoo City Municipal School District,All Students,1243,0.113435237,141
Yazoo City Municipal School District,White,*,*,*
Yazoo City Municipal School District,African American,1220,0.113934426,139
Yazoo City Municipal School District,Hispanic,*,*,*
Yazoo City Municipal School District,Asian,*,*,*
Yazoo City Municipal School District,Multiracial,10,0.1,1
Yazoo City Municipal School District,Native American/Pacific Islander,0,0,0
Yazoo Co School District,All Students,830,0.339759036,282
Yazoo Co School District,White,332,0.394578313,131
Yazoo Co School District,African American,438,0.289954338,127
Yazoo Co School District,Hispanic,13,0.384615385,5
Yazoo Co School District,Asian,*,*,*
Yazoo Co School District,Multiracial,40,0.35,14
Yazoo Co School District,Native American/Pacific Islander,0,0,0
