District Name,Subgroup,2019 Count,2019 Percent Proficient,Number Proficient
Newton Municipal School District,Hispanic,*,*,*
Newton Municipal School District,Asian,*,*,*
Newton Municipal School District,Multiracial,*,*,*
North Bolivar Consolidated School District,Asian,0,0,0
North Bolivar Consolidated School District,Native American/Pacific Islander,0,0,0
North Bolivar Consolidated School District,African American,491,0.189409369,93
North Bolivar Consolidated School District,All Students,500,0.19,95
North Bolivar Consolidated School District,White,*,*,*
North Bolivar Consolidated School District,Hispanic,*,*,*
North Bolivar Consolidated School District,Multiracial,*,*,*
North Panola Schools,Native American/Pacific Islander,0,0,0
North Panola Schools,White,23,0.391304348,9
North Panola Schools,African American,721,0.178918169,129
North Panola Schools,All Students,751,0.186418109,140
North Panola Schools,Hispanic,*,*,*
North Panola Schools,Asian,*,*,*
North Panola Schools,Multiracial,*,*,*
North Pike School District,Multiracial,12,0.5,6
North Pike School District,Hispanic,13,0.461538462,6
North Pike School District,African American,505,0.261386139,132
North Pike School District,White,763,0.519003932,396
North Pike School District,All Students,1300,0.419230769,545
North Pike School District,Asian,*,*,*
North Pike School District,Native American/Pacific Islander,*,*,*
North Tippah School District,Native American/Pacific Islander,0,0,0
North Tippah School District,Hispanic,11,0.272727273,3
North Tippah School District,Multiracial,24,0.416666667,10
North Tippah School District,African American,59,0.203389831,12
North Tippah School District,White,591,0.458544839,271
North Tippah School District,All Students,687,0.433770015,298
North Tippah School District,Asian,*,*,*
Noxubee County School District,Native American/Pacific Islander,0,0,0
Noxubee County School District,Hispanic,14,0.142857143,2
Noxubee County School District,African American,794,0.177581864,141
Noxubee County School District,All Students,820,0.17804878,146
Noxubee County School District,White,*,*,*
Noxubee County School District,Asian,*,*,*
Noxubee County School District,Multiracial,*,*,*
Ocean Springs School District,Native American/Pacific Islander,28,0.607142857,17
Ocean Springs School District,Multiracial,60,0.566666667,34
Ocean Springs School District,Hispanic,177,0.468926554,83
Ocean Springs School District,Asian,118,0.737288136,87
Ocean Springs School District,African American,430,0.409302326,176
Ocean Springs School District,White,2427,0.615986815,1495
Ocean Springs School District,All Students,3240,0.583950617,1892
Okolona Separate School District,Native American/Pacific Islander,0,0,0
Okolona Separate School District,African American,276,0.253623188,70
Okolona Separate School District,All Students,292,0.256849315,75
Okolona Separate School District,White,*,*,*
Okolona Separate School District,Hispanic,*,*,*
Okolona Separate School District,Asian,*,*,*
Okolona Separate School District,Multiracial,*,*,*
Oxford School District,Hispanic,131,0.351145038,46
Oxford School District,Multiracial,69,0.724637681,50
Oxford School District,Asian,77,0.714285714,55
Oxford School District,African American,761,0.303547963,231
Oxford School District,White,1191,0.772460118,920
Oxford School District,All Students,2236,0.583631485,1305
Oxford School District,Native American/Pacific Islander,*,*,*
Pascagoula-Gautier School District,Asian,35,0.685714286,24
Pascagoula-Gautier School District,Multiracial,71,0.521126761,37
Pascagoula-Gautier School District,Hispanic,695,0.397122302,276
Pascagoula-Gautier School District,African American,1752,0.328196347,575
Pascagoula-Gautier School District,White,1168,0.57619863,673
Pascagoula-Gautier School District,All Students,3726,0.425925926,1587
Pascagoula-Gautier School District,Native American/Pacific Islander,*,*,*
Pass Christian Public School District,Hispanic,33,0.424242424,14
Pass Christian Public School District,Asian,23,0.695652174,16
Pass Christian Public School District,Multiracial,71,0.450704225,32
Pass Christian Public School District,African American,298,0.365771812,109
Pass Christian Public School District,White,698,0.627507163,438
Pass Christian Public School District,All Students,1128,0.542553191,612
Pass Christian Public School District,Native American/Pacific Islander,*,*,*
Pearl Public School District,Asian,27,0.740740741,20
Pearl Public School District,Multiracial,106,0.481132075,51
Pearl Public School District,Hispanic,162,0.401234568,65
Pearl Public School District,African American,838,0.431980907,362
Pearl Public School District,White,1120,0.583035714,653
Pearl Public School District,All Students,2260,0.510176991,1153
Pearl Public School District,Native American/Pacific Islander,*,*,*
Pearl River Co School District,Hispanic,34,0.294117647,10
Pearl River Co School District,African American,60,0.25,15
Pearl River Co School District,Multiracial,88,0.556818182,49
Pearl River Co School District,White,1557,0.481053308,749
Pearl River Co School District,All Students,1750,0.473142857,828
Pearl River Co School District,Asian,*,*,*
Pearl River Co School District,Native American/Pacific Islander,*,*,*
Perry Co School District,Asian,0,0,0
Perry Co School District,Native American/Pacific Islander,0,0,0
Perry Co School District,Hispanic,10,0.3,3
Perry Co School District,African American,154,0.253246753,39
Perry Co School District,White,395,0.430379747,170
Perry Co School District,All Students,568,0.378521127,215
Perry Co School District,Multiracial,*,*,*
Petal School District,Native American/Pacific Islander,10,1,10
Petal School District,Asian,21,0.619047619,13
Petal School District,Hispanic,117,0.452991453,53
Petal School District,Multiracial,88,0.681818182,60
Petal School District,African American,376,0.388297872,146
Petal School District,White,1536,0.708984375,1089
Petal School District,All Students,2148,0.638268156,1371
Philadelphia Public School District,Multiracial,0,0,0
Philadelphia Public School District,Asian,10,0.5,5
Philadelphia Public School District,White,90,0.555555556,50
Philadelphia Public School District,African American,408,0.215686275,88
Philadelphia Public School District,All Students,520,0.278846154,145
Philadelphia Public School District,Hispanic,*,*,*
Philadelphia Public School District,Native American/Pacific Islander,*,*,*
Picayune School District,Asian,15,0.533333333,8
Picayune School District,Hispanic,55,0.345454545,19
Picayune School District,Multiracial,57,0.421052632,24
Picayune School District,African American,546,0.265567766,145
Picayune School District,White,1053,0.525166192,553
Picayune School District,All Students,1728,0.433449074,749
Picayune School District,Native American/Pacific Islander,*,*,*
Pontotoc City Schools,Native American/Pacific Islander,0,0,0
Pontotoc City Schools,Multiracial,46,0.608695652,28
Pontotoc City Schools,Hispanic,183,0.404371585,74
Pontotoc City Schools,African American,353,0.320113314,113
Pontotoc City Schools,White,652,0.642638037,419
Pontotoc City Schools,All Students,1239,0.515738499,639
Pontotoc City Schools,Asian,*,*,*
Pontotoc Co School District,Asian,13,0.230769231,3
Pontotoc Co School District,Multiracial,22,0.227272727,5
Pontotoc Co School District,African American,190,0.315789474,60
Pontotoc Co School District,Hispanic,208,0.3125,65
Pontotoc Co School District,White,1523,0.493105712,751
Pontotoc Co School District,All Students,1958,0.451991828,885
Pontotoc Co School District,Native American/Pacific Islander,*,*,*
Poplarville Separate School District,Multiracial,42,0.476190476,20
Poplarville Separate School District,African American,98,0.255102041,25
Poplarville Separate School District,White,807,0.486988848,393
Poplarville Separate School District,All Students,963,0.462097612,445
Poplarville Separate School District,Hispanic,*,*,*
Poplarville Separate School District,Asian,*,*,*
Poplarville Separate School District,Native American/Pacific Islander,*,*,*
Prentiss Co School District,Native American/Pacific Islander,0,0,0
Prentiss Co School District,Multiracial,34,0.323529412,11
Prentiss Co School District,African American,54,0.351851852,19
Prentiss Co School District,White,1115,0.556950673,621
Prentiss Co School District,All Students,1209,0.541770058,655
Prentiss Co School District,Hispanic,*,*,*
Prentiss Co School District,Asian,*,*,*
Quitman Co School District,Hispanic,0,0,0
Quitman Co School District,Asian,0,0,0
Quitman Co School District,Native American/Pacific Islander,0,0,0
Quitman Co School District,African American,480,0.254166667,122
Quitman Co School District,All Students,491,0.264765784,130
Quitman Co School District,White,*,*,*
Quitman Co School District,Multiracial,*,*,*
Quitman School District,Asian,0,0,0
Quitman School District,Multiracial,10,0.5,5
Quitman School District,African American,553,0.2079566,115
Quitman School District,White,378,0.415343915,157
Quitman School District,All Students,949,0.291886196,277
Quitman School District,Hispanic,*,*,*
Quitman School District,Native American/Pacific Islander,*,*,*
Rankin Co School District,Native American/Pacific Islander,15,0.6,9
Rankin Co School District,Hispanic,272,0.400735294,109
Rankin Co School District,Asian,168,0.654761905,110
Rankin Co School District,Multiracial,260,0.530769231,138
Rankin Co School District,African American,2478,0.394673123,978
Rankin Co School District,White,7119,0.609495716,4339
Rankin Co School District,All Students,10312,0.551105508,5683
Reimagine Prep,Multiracial,0,0,0
Reimagine Prep,Native American/Pacific Islander,0,0,0
Reimagine Prep,African American,523,0.233269598,122
Reimagine Prep,All Students,530,0.241509434,128
Reimagine Prep,White,*,*,*
Reimagine Prep,Hispanic,*,*,*
Reimagine Prep,Asian,*,*,*
Richton School District,Asian,0,0,0
Richton School District,Native American/Pacific Islander,0,0,0
Richton School District,African American,70,0.242857143,17
Richton School District,White,286,0.342657343,98
Richton School District,All Students,371,0.318059299,118
Richton School District,Hispanic,*,*,*
Richton School District,Multiracial,*,*,*
Scott Co School District,Native American/Pacific Islander,10,0.4,4
Scott Co School District,Multiracial,98,0.316326531,31
Scott Co School District,Hispanic,275,0.290909091,80
Scott Co School District,African American,838,0.235083532,197
Scott Co School District,White,1026,0.428849903,440
Scott Co School District,All Students,2254,0.336291038,758
Scott Co School District,Asian,*,*,*
Senatobia Municipal School District,Hispanic,23,0.47826087,11
Senatobia Municipal School District,African American,492,0.223577236,110
Senatobia Municipal School District,White,360,0.580555556,209
Senatobia Municipal School District,All Students,883,0.37599094,332
Senatobia Municipal School District,Asian,*,*,*
Senatobia Municipal School District,Multiracial,*,*,*
Senatobia Municipal School District,Native American/Pacific Islander,*,*,*
Simpson County School District,Hispanic,38,0.421052632,16
Simpson County School District,African American,1003,0.245264207,246
Simpson County School District,White,928,0.447198276,415
Simpson County School District,All Students,1985,0.344080605,683
Simpson County School District,Asian,*,*,*
Simpson County School District,Multiracial,*,*,*
Simpson County School District,Native American/Pacific Islander,*,*,*
Smilow Prep,White,0,0,0
Smilow Prep,Multiracial,0,0,0
Smilow Prep,Native American/Pacific Islander,0,0,0
Smilow Prep,All Students,386,0.129533679,50
Smilow Prep,African American,383,0.130548303,50
Smilow Prep,Hispanic,*,*,*
Smilow Prep,Asian,*,*,*
Smith Co School District,Native American/Pacific Islander,0,0,0
Smith Co School District,Multiracial,18,0.277777778,5
Smith Co School District,Hispanic,19,0.473684211,9
Smith Co School District,African American,396,0.20959596,83
Smith Co School District,White,974,0.539014374,525
Smith Co School District,All Students,1408,0.442471591,623
Smith Co School District,Asian,*,*,*
South Delta School District,Asian,0,0,0
South Delta School District,African American,387,0.198966408,77
South Delta School District,All Students,402,0.211442786,85
South Delta School District,White,*,*,*
South Delta School District,Hispanic,*,*,*
South Delta School District,Multiracial,*,*,*
South Delta School District,Native American/Pacific Islander,*,*,*
South Panola School District,Asian,11,0,0
South Panola School District,Hispanic,45,0.488888889,22
South Panola School District,Multiracial,61,0.508196721,31
South Panola School District,African American,1257,0.30071599,378
South Panola School District,White,881,0.539160045,475
South Panola School District,All Students,2258,0.402125775,908
South Panola School District,Native American/Pacific Islander,*,*,*
South Pike School District,Asian,0,0,0
South Pike School District,Multiracial,17,0.411764706,7
South Pike School District,White,104,0.355769231,37
South Pike School District,African American,803,0.226650062,182
South Pike School District,All Students,926,0.245140389,227
South Pike School District,Hispanic,*,*,*
South Pike School District,Native American/Pacific Islander,*,*,*
South Tippah School District,Multiracial,98,0.326530612,32
South Tippah School District,Hispanic,141,0.333333333,47
South Tippah School District,African American,294,0.231292517,68
South Tippah School District,White,943,0.485683987,458
South Tippah School District,All Students,1482,0.409581646,607
South Tippah School District,Asian,*,*,*
South Tippah School District,Native American/Pacific Islander,*,*,*
Starkville-Oktibbeha Consolidated School District,Multiracial,0,0,0
Starkville-Oktibbeha Consolidated School District,Hispanic,31,0.516129032,16
Starkville-Oktibbeha Consolidated School District,Asian,90,0.666666667,60
Starkville-Oktibbeha Consolidated School District,African American,1843,0.195333695,360
Starkville-Oktibbeha Consolidated School District,White,761,0.668856767,509
Starkville-Oktibbeha Consolidated School District,All Students,2731,0.346759429,947
Starkville-Oktibbeha Consolidated School District,Native American/Pacific Islander,*,*,*
Stone Co School District,Hispanic,23,0.347826087,8
Stone Co School District,Multiracial,32,0.4375,14
Stone Co School District,African American,284,0.309859155,88
Stone Co School District,White,1047,0.606494747,635
Stone Co School District,All Students,1397,0.538296349,752
Stone Co School District,Asian,*,*,*
Stone Co School District,Native American/Pacific Islander,*,*,*
Sunflower Co Consolidated School District,Native American/Pacific Islander,0,0,0
Sunflower Co Consolidated School District,White,38,0.342105263,13
Sunflower Co Consolidated School District,Hispanic,40,0.35,14
Sunflower Co Consolidated School District,African American,1830,0.23715847,434
Sunflower Co Consolidated School District,All Students,1913,0.242550967,464
Sunflower Co Consolidated School District,Asian,*,*,*
Sunflower Co Consolidated School District,Multiracial,*,*,*
Tate Co School District,Native American/Pacific Islander,0,0,0
Tate Co School District,Multiracial,36,0.388888889,14
Tate Co School District,Hispanic,84,0.321428571,27
Tate Co School District,African American,409,0.193154034,79
Tate Co School District,White,737,0.408412483,301
Tate Co School District,All Students,1267,0.332280979,421
Tate Co School District,Asian,*,*,*
Tishomingo Co Sp Municipal School District,African American,34,0.323529412,11
Tishomingo Co Sp Municipal School District,Hispanic,75,0.386666667,29
Tishomingo Co Sp Municipal School District,Multiracial,49,0.632653061,31
Tishomingo Co Sp Municipal School District,White,1486,0.520861373,774
Tishomingo Co Sp Municipal School District,All Students,1651,0.514233798,849
Tishomingo Co Sp Municipal School District,Asian,*,*,*
Tishomingo Co Sp Municipal School District,Native American/Pacific Islander,*,*,*
Tunica County School District,Asian,0,0,0
Tunica County School District,African American,962,0.252598753,243
Tunica County School District,All Students,987,0.252279635,249
Tunica County School District,White,*,*,*
Tunica County School District,Hispanic,*,*,*
Tunica County School District,Multiracial,*,*,*
Tunica County School District,Native American/Pacific Islander,*,*,*
Tupelo Public School District,Asian,85,0.6,51
Tupelo Public School District,Multiracial,139,0.503597122,70
Tupelo Public School District,Hispanic,235,0.442553191,104
Tupelo Public School District,African American,1793,0.343558282,616
Tupelo Public School District,White,1212,0.745049505,903
Tupelo Public School District,All Students,3466,0.503750721,1746
Tupelo Public School District,Native American/Pacific Islander,*,*,*
Union Co School District,Native American/Pacific Islander,0,0,0
Union Co School District,Hispanic,43,0.348837209,15
Union Co School District,Multiracial,33,0.515151515,17
Union Co School District,African American,119,0.394957983,47
Union Co School District,White,1316,0.616261398,811
Union Co School District,All Students,1513,0.588896233,891
Union Co School District,Asian,*,*,*
Union Public School District,Hispanic,0,0,0
Union Public School District,African American,112,0.25,28
Union Public School District,White,388,0.579896907,225
Union Public School District,All Students,518,0.503861004,261
Union Public School District,Asian,*,*,*
Union Public School District,Multiracial,*,*,*
Union Public School District,Native American/Pacific Islander,*,*,*
Vicksburg Warren School District,Asian,44,0.454545455,20
Vicksburg Warren School District,Hispanic,58,0.482758621,28
Vicksburg Warren School District,Multiracial,57,0.543859649,31
Vicksburg Warren School District,African American,2607,0.241273494,629
Vicksburg Warren School District,White,1240,0.521774194,647
Vicksburg Warren School District,All Students,4009,0.338488401,1357
Vicksburg Warren School District,Native American/Pacific Islander,*,*,*
Walthall Co School District,Asian,0,0,0
Walthall Co School District,Hispanic,22,0.318181818,7
Walthall Co School District,Multiracial,24,0.291666667,7
Walthall Co School District,African American,572,0.230769231,132
Walthall Co School District,White,336,0.428571429,144
Walthall Co School District,All Students,958,0.303757829,291
Walthall Co School District,Native American/Pacific Islander,*,*,*
Water Valley School District,Native American/Pacific Islander,0,0,0
Water Valley School District,Multiracial,18,0.555555556,10
Water Valley School District,African American,229,0.266375546,61
Water Valley School District,White,306,0.513071895,157
Water Valley School District,All Students,558,0.410394265,229
Water Valley School District,Hispanic,*,*,*
Water Valley School District,Asian,*,*,*
Wayne Co School District,Hispanic,42,0.214285714,9
Wayne Co School District,African American,959,0.218978102,210
Wayne Co School District,White,723,0.43153527,312
Wayne Co School District,All Students,1737,0.308002303,535
Wayne Co School District,Asian,*,*,*
Wayne Co School District,Multiracial,*,*,*
Wayne Co School District,Native American/Pacific Islander,*,*,*
Webster Co School District,Asian,0,0,0
Webster Co School District,Multiracial,28,0.285714286,8
Webster Co School District,African American,211,0.227488152,48
Webster Co School District,White,740,0.55,407
Webster Co School District,All Students,988,0.471659919,466
Webster Co School District,Hispanic,*,*,*
Webster Co School District,Native American/Pacific Islander,*,*,*
West Bolivar Consolidated School District,Asian,0,0,0
West Bolivar Consolidated School District,Native American/Pacific Islander,0,0,0
West Bolivar Consolidated School District,White,17,0.352941176,6
West Bolivar Consolidated School District,African American,611,0.17512275,107
West Bolivar Consolidated School District,All Students,637,0.182103611,116
West Bolivar Consolidated School District,Hispanic,*,*,*
West Bolivar Consolidated School District,Multiracial,*,*,*
West Jasper Consolidated Schools,Asian,0,0,0
West Jasper Consolidated Schools,Multiracial,13,0.307692308,4
West Jasper Consolidated Schools,African American,440,0.340909091,150
West Jasper Consolidated Schools,White,308,0.522727273,161
West Jasper Consolidated Schools,All Students,770,0.418181818,322
West Jasper Consolidated Schools,Hispanic,*,*,*
West Jasper Consolidated Schools,Native American/Pacific Islander,*,*,*
West Point Consolidated School District,Multiracial,12,0.5,6
West Point Consolidated School District,Hispanic,13,0.461538462,6
West Point Consolidated School District,White,322,0.52484472,169
West Point Consolidated School District,African American,1226,0.257748777,316
West Point Consolidated School District,All Students,1584,0.316287879,501
West Point Consolidated School District,Asian,*,*,*
West Point Consolidated School District,Native American/Pacific Islander,*,*,*
West Tallahatchie School District,Hispanic,0,0,0
West Tallahatchie School District,Asian,0,0,0
West Tallahatchie School District,Native American/Pacific Islander,0,0,0
West Tallahatchie School District,African American,382,0.206806283,79
West Tallahatchie School District,All Students,387,0.204134367,79
West Tallahatchie School District,White,*,*,*
West Tallahatchie School District,Multiracial,*,*,*
Western Line School District,Hispanic,32,0.59375,19
Western Line School District,White,384,0.455729167,175
Western Line School District,African American,617,0.306320908,189
Western Line School District,All Students,1041,0.37271854,388
Western Line School District,Asian,*,*,*
Western Line School District,Multiracial,*,*,*
Western Line School District,Native American/Pacific Islander,*,*,*
Wilkinson Co School District,Asian,0,0,0
Wilkinson Co School District,Native American/Pacific Islander,0,0,0
Wilkinson Co School District,African American,570,0.171929825,98
Wilkinson Co School District,All Students,579,0.170984456,99
Wilkinson Co School District,White,*,*,*
Wilkinson Co School District,Hispanic,*,*,*
Wilkinson Co School District,Multiracial,*,*,*
Winona-Montgomery Consolidated School District,African American,439,0.198177677,87
Winona-Montgomery Consolidated School District,White,227,0.488986784,111
Winona-Montgomery Consolidated School District,All Students,684,0.295321637,202
Winona-Montgomery Consolidated School District,Hispanic,*,*,*
Winona-Montgomery Consolidated School District,Asian,*,*,*
Winona-Montgomery Consolidated School District,Multiracial,*,*,*
Winona-Montgomery Consolidated School District,Native American/Pacific Islander,*,*,*
Yazoo City Municipal School District,Native American/Pacific Islander,0,0,0
Yazoo City Municipal School District,Multiracial,10,0.1,1
Yazoo City Municipal School District,African American,1223,0.099754702,122
Yazoo City Municipal School District,All Students,1246,0.101123596,126
Yazoo City Municipal School District,White,*,*,*
Yazoo City Municipal School District,Hispanic,*,*,*
Yazoo City Municipal School District,Asian,*,*,*
Yazoo Co School District,Native American/Pacific Islander,0,0,0
Yazoo Co School District,Hispanic,11,0.181818182,2
Yazoo Co School District,Multiracial,37,0.324324324,12
Yazoo Co School District,African American,435,0.220689655,96
Yazoo Co School District,White,327,0.394495413,129
Yazoo Co School District,All Students,818,0.298288509,244
Yazoo Co School District,Asian,*,*,*
